*******************************************************************************
 Revised: July 31, 2013                  Sun                                 10
 PHYSICAL PROPERTIES (updated 2018-Aug-15):
  GM, km^3/s^2          = 132712440041.93938  Mass, 10^24 kg        = ~1988500
  Vol. mean radius, km  = 695700              Volume, 10^12 km^3    = 1412000
  Solar radius (IAU)    = 696000 km           Mean density, g/cm^3  = 1.408
  Radius (photosphere)  = 696500 km           Angular diam at 1 AU  = 1919.3"
  Photosphere temp., K  = 6600 (bottom)       Photosphere temp., K  = 4400(top)
  Photospheric depth    = ~500 km             Chromospheric depth   = ~2500 km
  Flatness, f           = 0.00005             Adopted sid. rot. per.= 25.38 d
  Surface gravity       =  274.0 m/s^2        Escape speed, km/s    =  617.7
  Pole (RA,DEC), deg.   = (286.13, 63.87)     Obliquity to ecliptic = 7.25 deg.
  Solar constant (1 AU) = 1367.6 W/m^2        Luminosity, 10^24 J/s = 382.8
  Mass-energy conv rate = 4.260 x 10^9 kg/s   Effective temp, K     = 5772
  Sunspot cycle         = 11.4 yr             Cycle 24 sunspot min. = 2008 A.D.
  Motion relative to nearby stars = apex : R.A.= 271 deg.; DEC.= +30 deg.
                                    speed: 19.4 km/s (0.0112 au/day)
  Motion relative to 2.73K BB/CBR = apex : l= 264.7 +- 0.8; b= 48.2 +- 0.5 deg.
                                    speed: 369 +-11 km/s
*******************************************************************************
 
 
*******************************************************************************
Ephemeris / WWW_USER Thu Nov 12 17:45:53 2020 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Sun (10)                        {source: DE431mx}
Center body name: Earth (399)                     {source: DE431mx}
Center-site name: (user defined site below)
*******************************************************************************
Start time      : A.D. 2018-Jan-01 00:00:00.0000 UT      
Stop  time      : A.D. 2019-Jan-01 00:00:00.0000 UT      
Step-size       : 60 minutes
*******************************************************************************
Target pole/equ : IAU_SUN                         {East-longitude positive}
Target radii    : 696000.0 x 696000.0 x 696000.0 k{Equator, meridian, pole}    
Center geodetic : 116.383300,39.9166000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 116.383300,4898.65479,4070.8875 {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : High-precision EOP model        {East-longitude positive}
Center radii    : 6378.1 x 6378.1 x 6356.8 km     {Equator, meridian, pole}    
Target primary  : Sun
Vis. interferer : MOON (R_eq= 1737.400) km        {source: DE431mx}
Rel. light bend : Sun, EARTH                      {source: DE431mx}
Rel. lght bnd GM: 1.3271E+11, 3.9860E+05 km^3/s^2                              
Atmos refraction: NO (AIRLESS)
RA format       : DEG
Time format     : CAL 
EOP file        : eop.201112.p210203                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2020-NOV-12. PREDICTS-> 2021-FEB-02
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
Table format    : Comma Separated Values (spreadsheet)
****************************************************************************************
 Date__(UT)__HR:MN, , , R.A._(ICRF), DEC_(ICRF),  dRA*cosD, d(DEC)/dt,  T-O-M, MN_Illu%,
****************************************************************************************
$$SOE
 2018-Jan-01 00:00,*, ,   281.16818,  -23.04182,  151.5605,  11.41220,  163.0,  97.8279,
 2018-Jan-01 01:00,*, ,   281.21387,  -23.03871,  151.1633,  11.56027,  163.7,  98.0045,
 2018-Jan-01 02:00,*, ,   281.25946,  -23.03555,  150.8457,  11.74466,  164.5,  98.1801,
 2018-Jan-01 03:00,*, ,   281.30496,  -23.03233,  150.6291,  11.95606,  165.2,  98.3514,
 2018-Jan-01 04:00,*, ,   281.35041,  -23.02905,  150.5280,  12.18333,  166.0,  98.5158,
 2018-Jan-01 05:00,*, ,   281.39585,  -23.02571,  150.5490,  12.41424,  166.7,  98.6707,
 2018-Jan-01 06:00,*, ,   281.44132,  -23.02231,  150.6905,  12.63631,  167.5,  98.8142,
 2018-Jan-01 07:00,*, ,   281.48684,  -23.01884,  150.9425,  12.83768,  168.2,  98.9451,
 2018-Jan-01 08:00,*, ,   281.53245,  -23.01533,  151.2876,  13.00789,  168.9,  99.0627,
 2018-Jan-01 09:00,C,m,   281.57818,  -23.01177,  151.7020,  13.13861,  169.5,  99.1669,
 2018-Jan-01 10:00,N,m,   281.62404,  -23.00818,  152.1572,  13.22421,  170.1,  99.2581,
 2018-Jan-01 11:00, ,m,   281.67003,  -23.00458,  152.6220,  13.26213,  170.6,  99.3374,
 2018-Jan-01 12:00, ,m,   281.71616,  -23.00097,  153.0645,  13.25306,  171.1,  99.4059,
 2018-Jan-01 13:00, ,m,   281.76242,  -22.99737,  153.4542,  13.20087,  171.6,  99.4651,
 2018-Jan-01 14:00, ,m,   281.80878,  -22.99379,  153.7644,  13.11238,  172.0,  99.5166,
 2018-Jan-01 15:00, ,m,   281.85522,  -22.99024,  153.9736,  12.99689,  172.4,  99.5620,
 2018-Jan-01 16:00, ,m,   281.90171,  -22.98673,  154.0674,  12.86550,  172.8,  99.6029,
 2018-Jan-01 17:00, ,m,   281.94820,  -22.98325,  154.0391,  12.73042,  173.1,  99.6406,
 2018-Jan-01 18:00, ,m,   281.99466,  -22.97981,  153.8903,  12.60409,  173.5,  99.6763,
 2018-Jan-01 19:00, ,m,   282.04106,  -22.97640,  153.6309,  12.49835,  173.8,  99.7106,
 2018-Jan-01 20:00, ,m,   282.08737,  -22.97301,  153.2784,  12.42364,  174.2,  99.7440,
 2018-Jan-01 21:00, ,m,   282.13356,  -22.96964,  152.8564,  12.38828,  174.6,  99.7762,
 2018-Jan-01 22:00,A,m,   282.17961,  -22.96628,  152.3933,  12.39792,  175.0,  99.8067,
 2018-Jan-01 23:00,N,m,   282.22553,  -22.96290,  151.9206,  12.45513,  175.3,  99.8345,
 2018-Jan-02 00:00,*, ,   282.27129,  -22.95950,  151.4700,  12.55924,  175.7,  99.8584,
 2018-Jan-02 01:00,*, ,   282.31693,  -22.95607,  151.0720,  12.70641,  176.0,  99.8771,
 2018-Jan-02 02:00,*, ,   282.36246,  -22.95259,  150.7534,  12.88983,  176.2,  99.8892,
 2018-Jan-02 03:00,*, ,   282.40791,  -22.94906,  150.5357,  13.10024,  176.3,  99.8937,
 2018-Jan-02 04:00,*, ,   282.45331,  -22.94546,  150.4335,  13.32655,  176.2,  99.8899,
 2018-Jan-02 05:00,*, ,   282.49869,  -22.94180,  150.4533,  13.55657,  176.0,  99.8776,
 2018-Jan-02 06:00,*, ,   282.54410,  -22.93808,  150.5936,  13.77788,  175.7,  99.8569,
 2018-Jan-02 07:00,*, ,   282.58956,  -22.93430,  150.8445,  13.97863,  175.2,  99.8287,
 2018-Jan-02 08:00,*, ,   282.63512,  -22.93046,  151.1887,  14.14841,  174.8,  99.7940,
 2018-Jan-02 09:00,*, ,   282.68079,  -22.92659,  151.6025,  14.27888,  174.3,  99.7541,
 2018-Jan-02 10:00,N,m,   282.72659,  -22.92268,  152.0573,  14.36443,  173.8,  99.7107,
 2018-Jan-02 11:00, ,m,   282.77252,  -22.91876,  152.5219,  14.40247,  173.3,  99.6650,
 2018-Jan-02 12:00, ,m,   282.81860,  -22.91484,  152.9644,  14.39366,  172.9,  99.6184,
 2018-Jan-02 13:00, ,m,   282.86479,  -22.91092,  153.3544,  14.34185,  172.5,  99.5715,
 2018-Jan-02 14:00, ,m,   282.91110,  -22.90703,  153.6650,  14.25383,  172.1,  99.5248,
 2018-Jan-02 15:00, ,m,   282.95748,  -22.90316,  153.8748,  14.13881,  171.7,  99.4780,
 2018-Jan-02 16:00, ,m,   283.00390,  -22.89932,  153.9693,  14.00788,  171.3,  99.4304,
 2018-Jan-02 17:00, ,m,   283.05034,  -22.89553,  153.9417,  13.87318,  170.9,  99.3808,
 2018-Jan-02 18:00, ,m,   283.09674,  -22.89177,  153.7935,  13.74711,  170.6,  99.3277,
 2018-Jan-02 19:00, ,m,   283.14308,  -22.88804,  153.5347,  13.64147,  170.2,  99.2692,
 2018-Jan-02 20:00, ,m,   283.18933,  -22.88434,  153.1826,  13.56667,  169.7,  99.2035,
 2018-Jan-02 21:00, ,m,   283.23546,  -22.88065,  152.7607,  13.53104,  169.3,  99.1288,
 2018-Jan-02 22:00,A,m,   283.28146,  -22.87697,  152.2976,  13.54020,  168.7,  99.0432,
 2018-Jan-02 23:00,N,m,   283.32731,  -22.87327,  151.8246,  13.59674,  168.2,  98.9454,
 2018-Jan-03 00:00,*,m,   283.37302,  -22.86956,  151.3735,  13.70003,  167.6,  98.8340,
 2018-Jan-03 01:00,*, ,   283.41860,  -22.86581,  150.9747,  13.84625,  166.9,  98.7085,
 2018-Jan-03 02:00,*, ,   283.46407,  -22.86201,  150.6552,  14.02864,  166.2,  98.5687,
 2018-Jan-03 03:00,*, ,   283.50946,  -22.85816,  150.4364,  14.23799,  165.5,  98.4150,
 2018-Jan-03 04:00,*, ,   283.55480,  -22.85425,  150.3330,  14.46326,  164.7,  98.2485,
 2018-Jan-03 05:00,*, ,   283.60012,  -22.85027,  150.3516,  14.69231,  164.0,  98.0710,
 2018-Jan-03 06:00,*, ,   283.64547,  -22.84623,  150.4907,  14.91277,  163.2,  97.8849,
 2018-Jan-03 07:00,*, ,   283.69087,  -22.84214,  150.7406,  15.11284,  162.5,  97.6930,
 2018-Jan-03 08:00,*, ,   283.73636,  -22.83799,  151.0840,  15.28211,  161.8,  97.4984,
 2018-Jan-03 09:00,*, ,   283.78197,  -22.83380,  151.4970,  15.41228,  161.1,  97.3046,
 2018-Jan-03 10:00,N, ,   283.82770,  -22.82958,  151.9514,  15.49773,  160.4,  97.1147,
 2018-Jan-03 11:00, ,m,   283.87358,  -22.82534,  152.4158,  15.53586,  159.8,  96.9314,
 2018-Jan-03 12:00, ,m,   283.91959,  -22.82110,  152.8584,  15.52731,  159.2,  96.7570,
 2018-Jan-03 13:00, ,m,   283.96572,  -22.81687,  153.2486,  15.47589,  158.7,  96.5926,
 2018-Jan-03 14:00, ,m,   284.01196,  -22.81266,  153.5597,  15.38834,  158.2,  96.4384,
 2018-Jan-03 15:00, ,m,   284.05828,  -22.80847,  153.7701,  15.27383,  157.7,  96.2935,
 2018-Jan-03 16:00, ,m,   284.10464,  -22.80432,  153.8652,  15.14339,  157.3,  96.1557,
 2018-Jan-03 17:00, ,m,   284.15101,  -22.80021,  153.8383,  15.00910,  156.9,  96.0221,
 2018-Jan-03 18:00, ,m,   284.19735,  -22.79614,  153.6908,  14.88332,  156.5,  95.8888,
 2018-Jan-03 19:00, ,m,   284.24363,  -22.79209,  153.4325,  14.77782,  156.1,  95.7515,
 2018-Jan-03 20:00, ,m,   284.28982,  -22.78807,  153.0807,  14.70297,  155.7,  95.6060,
 2018-Jan-03 21:00, ,m,   284.33589,  -22.78407,  152.6590,  14.66706,  155.3,  95.4479,
 2018-Jan-03 22:00,A,m,   284.38182,  -22.78007,  152.1959,  14.67574,  154.8,  95.2736,
 2018-Jan-03 23:00,N,m,   284.42761,  -22.77606,  151.7225,  14.73160,  154.3,  95.0800,
 2018-Jan-04 00:00,*,m,   284.47326,  -22.77203,  151.2709,  14.83404,  153.7,  94.8650,
 2018-Jan-04 01:00,*,m,   284.51877,  -22.76796,  150.8714,  14.97926,  153.1,  94.6274,
 2018-Jan-04 02:00,*, ,   284.56418,  -22.76385,  150.5509,  15.16055,  152.5,  94.3672,
 2018-Jan-04 03:00,*, ,   284.60950,  -22.75969,  150.3310,  15.36877,  151.8,  94.0856,
 2018-Jan-04 04:00,*, ,   284.65478,  -22.75546,  150.2264,  15.59292,  151.1,  93.7846,
 2018-Jan-04 05:00,*, ,   284.70004,  -22.75117,  150.2439,  15.82093,  150.3,  93.4674,
 2018-Jan-04 06:00,*, ,   284.74532,  -22.74682,  150.3819,  16.04046,  149.6,  93.1381,
 2018-Jan-04 07:00,*, ,   284.79066,  -22.74241,  150.6307,  16.23976,  148.8,  92.8011,
 2018-Jan-04 08:00,*, ,   284.83608,  -22.73795,  150.9732,  16.40845,  148.0,  92.4618,
 2018-Jan-04 09:00,*, ,   284.88162,  -22.73344,  151.3856,  16.53827,  147.3,  92.1253,
 2018-Jan-04 10:00,N, ,   284.92729,  -22.72891,  151.8395,  16.62357,  146.6,  91.7968,
 2018-Jan-04 11:00, , ,   284.97310,  -22.72436,  152.3037,  16.66177,  146.0,  91.4807,
 2018-Jan-04 12:00, ,m,   285.01904,  -22.71981,  152.7463,  16.65347,  145.4,  91.1808,
 2018-Jan-04 13:00, ,m,   285.06511,  -22.71526,  153.1367,  16.60244,  144.8,  90.8997,
 2018-Jan-04 14:00, ,m,   285.11128,  -22.71074,  153.4482,  16.51538,  144.3,  90.6383,
 2018-Jan-04 15:00, ,m,   285.15753,  -22.70624,  153.6592,  16.40141,  143.8,  90.3961,
 2018-Jan-04 16:00, ,m,   285.20382,  -22.70178,  153.7549,  16.27149,  143.4,  90.1709,
 2018-Jan-04 17:00, ,m,   285.25013,  -22.69735,  153.7286,  16.13766,  143.0,  89.9590,
 2018-Jan-04 18:00, ,m,   285.29640,  -22.69296,  153.5818,  16.01221,  142.6,  89.7553,
 2018-Jan-04 19:00, ,m,   285.34262,  -22.68860,  153.3240,  15.90687,  142.2,  89.5539,
 2018-Jan-04 20:00, ,m,   285.38873,  -22.68427,  152.9725,  15.83198,  141.8,  89.3482,
 2018-Jan-04 21:00, ,m,   285.43474,  -22.67995,  152.5510,  15.79582,  141.4,  89.1319,
 2018-Jan-04 22:00,A,m,   285.48060,  -22.67564,  152.0878,  15.80402,  141.0,  88.8988,
 2018-Jan-04 23:00,N,m,   285.52632,  -22.67132,  151.6141,  15.85919,  140.5,  88.6438,
 2018-Jan-05 00:00,*,m,   285.57190,  -22.66697,  151.1619,  15.96073,  140.0,  88.3631,
 2018-Jan-05 01:00,*,m,   285.61735,  -22.66259,  150.7616,  16.10490,  139.5,  88.0540,
 2018-Jan-05 02:00,*, ,   285.66269,  -22.65817,  150.4402,  16.28505,  138.9,  87.7157,
 2018-Jan-05 03:00,*, ,   285.70795,  -22.65369,  150.2193,  16.49207,  138.2,  87.3489,
 2018-Jan-05 04:00,*, ,   285.75315,  -22.64915,  150.1135,  16.71502,  137.6,  86.9556,
 2018-Jan-05 05:00,*, ,   285.79834,  -22.64455,  150.1297,  16.94190,  136.9,  86.5396,
 2018-Jan-05 06:00,*, ,   285.84355,  -22.63988,  150.2666,  17.16042,  136.1,  86.1056,
 2018-Jan-05 07:00,*, ,   285.88882,  -22.63516,  150.5144,  17.35887,  135.4,  85.6595,
 2018-Jan-05 08:00,*, ,   285.93418,  -22.63039,  150.8560,  17.52693,  134.7,  85.2077,
 2018-Jan-05 09:00,*, ,   285.97965,  -22.62557,  151.2676,  17.65633,  133.9,  84.7571,
 2018-Jan-05 10:00,N, ,   286.02525,  -22.62073,  151.7211,  17.74145,  133.2,  84.3143,
 2018-Jan-05 11:00, , ,   286.07098,  -22.61587,  152.1850,  17.77969,  132.6,  83.8859,
 2018-Jan-05 12:00, , ,   286.11685,  -22.61100,  152.6276,  17.77162,  131.9,  83.4771,
 2018-Jan-05 13:00, ,m,   286.16285,  -22.60615,  153.0183,  17.72099,  131.3,  83.0923,
 2018-Jan-05 14:00, ,m,   286.20895,  -22.60131,  153.3301,  17.63444,  130.8,  82.7340,
 2018-Jan-05 15:00, ,m,   286.25513,  -22.59650,  153.5416,  17.52103,  130.3,  82.4031,
 2018-Jan-05 16:00, ,m,   286.30135,  -22.59173,  153.6380,  17.39167,  129.8,  82.0983,
 2018-Jan-05 17:00, ,m,   286.34758,  -22.58699,  153.6123,  17.25833,  129.4,  81.8164,
 2018-Jan-05 18:00, ,m,   286.39378,  -22.58229,  153.4660,  17.13325,  129.0,  81.5524,
 2018-Jan-05 19:00, ,m,   286.43993,  -22.57762,  153.2087,  17.02810,  128.6,  81.2995,
 2018-Jan-05 20:00, ,m,   286.48597,  -22.57297,  152.8576,  16.95321,  128.3,  81.0503,
 2018-Jan-05 21:00, ,m,   286.53190,  -22.56834,  152.4362,  16.91680,  127.9,  80.7967,
 2018-Jan-05 22:00,A,m,   286.57770,  -22.56372,  151.9729,  16.92452,  127.5,  80.5306,
 2018-Jan-05 23:00,N,m,   286.62335,  -22.55908,  151.4988,  16.97897,  127.1,  80.2449,
 2018-Jan-06 00:00,*,m,   286.66886,  -22.55443,  151.0461,  17.07960,  126.7,  79.9335,
 2018-Jan-06 01:00,*,m,   286.71423,  -22.54974,  150.6450,  17.22268,  126.2,  79.5919,
 2018-Jan-06 02:00,*,m,   286.75950,  -22.54500,  150.3226,  17.40162,  125.6,  79.2175,
 2018-Jan-06 03:00,*, ,   286.80469,  -22.54021,  150.1006,  17.60736,  125.1,  78.8096,
 2018-Jan-06 04:00,*, ,   286.84982,  -22.53536,  149.9936,  17.82904,  124.4,  78.3694,
 2018-Jan-06 05:00,*, ,   286.89493,  -22.53045,  150.0087,  18.05471,  123.8,  77.9000,
 2018-Jan-06 06:00,*, ,   286.94007,  -22.52548,  150.1444,  18.27214,  123.1,  77.4061,
 2018-Jan-06 07:00,*, ,   286.98527,  -22.52045,  150.3911,  18.46968,  122.4,  76.8939,
 2018-Jan-06 08:00,*, ,   287.03055,  -22.51537,  150.7317,  18.63703,  121.7,  76.3704,
 2018-Jan-06 09:00,*, ,   287.07594,  -22.51024,  151.1427,  18.76596,  121.0,  75.8433,
 2018-Jan-06 10:00,N, ,   287.12147,  -22.50509,  151.5956,  18.85085,  120.3,  75.3206,
 2018-Jan-06 11:00, , ,   287.16713,  -22.49992,  152.0593,  18.88910,  119.6,  74.8100,
 2018-Jan-06 12:00, , ,   287.21292,  -22.49475,  152.5018,  18.88126,  119.0,  74.3187,
 2018-Jan-06 13:00, , ,   287.25884,  -22.48958,  152.8926,  18.83103,  118.4,  73.8525,
 2018-Jan-06 14:00, , ,   287.30486,  -22.48444,  153.2049,  18.74500,  117.8,  73.4159,
 2018-Jan-06 15:00, ,m,   287.35097,  -22.47932,  153.4168,  18.63218,  117.3,  73.0115,
 2018-Jan-06 16:00, ,m,   287.39711,  -22.47423,  153.5137,  18.50341,  116.8,  72.6397,
 2018-Jan-06 17:00, ,m,   287.44327,  -22.46919,  153.4886,  18.37060,  116.4,  72.2987,
 2018-Jan-06 18:00, ,m,   287.48940,  -22.46417,  153.3429,  18.24593,  116.0,  71.9844,
 2018-Jan-06 19:00, ,m,   287.53546,  -22.45919,  153.0860,  18.14101,  115.6,  71.6908,
 2018-Jan-06 20:00, ,m,   287.58143,  -22.45424,  152.7352,  18.06613,  115.2,  71.4104,
 2018-Jan-06 21:00, ,m,   287.62729,  -22.44930,  152.3139,  18.02950,  114.9,  71.1344,
 2018-Jan-06 22:00,A,m,   287.67300,  -22.44437,  151.8505,  18.03673,  114.5,  70.8538,
 2018-Jan-06 23:00,N,m,   287.71858,  -22.43942,  151.3761,  18.09046,  114.1,  70.5597,
 2018-Jan-07 00:00,*,m,   287.76401,  -22.43446,  150.9227,  18.19013,  113.7,  70.2440,
 2018-Jan-07 01:00,*,m,   287.80931,  -22.42946,  150.5209,  18.33208,  113.3,  69.9003,
 2018-Jan-07 02:00,*,m,   287.85451,  -22.42441,  150.1975,  18.50975,  112.8,  69.5239,
 2018-Jan-07 03:00,*,m,   287.89961,  -22.41932,  149.9744,  18.71415,  112.3,  69.1120,
 2018-Jan-07 04:00,*, ,   287.94467,  -22.41416,  149.8662,  18.93448,  111.8,  68.6644,
 2018-Jan-07 05:00,*, ,   287.98971,  -22.40894,  149.8800,  19.15886,  111.2,  68.1828,
 2018-Jan-07 06:00,*, ,   288.03477,  -22.40366,  150.0146,  19.37512,  110.6,  67.6709,
 2018-Jan-07 07:00,*, ,   288.07988,  -22.39832,  150.2602,  19.57167,  109.9,  67.1343,
 2018-Jan-07 08:00,*, ,   288.12509,  -22.39293,  150.5999,  19.73825,  109.2,  66.5798,
 2018-Jan-07 09:00,*, ,   288.17040,  -22.38750,  151.0101,  19.86665,  108.5,  66.0154,
 2018-Jan-07 10:00,N, ,   288.21584,  -22.38204,  151.4625,  19.95128,  107.9,  65.4495,
 2018-Jan-07 11:00, , ,   288.26142,  -22.37657,  151.9259,  19.98950,  107.2,  64.8908,
 2018-Jan-07 12:00, , ,   288.30714,  -22.37109,  152.3683,  19.98187,  106.5,  64.3476,
 2018-Jan-07 13:00, , ,   288.35298,  -22.36562,  152.7593,  19.93205,  105.9,  63.8271,
 2018-Jan-07 14:00, , ,   288.39892,  -22.36016,  153.0719,  19.84656,  105.3,  63.3355,
 2018-Jan-07 15:00, , ,   288.44494,  -22.35474,  153.2842,  19.73436,  104.8,  62.8773,
 2018-Jan-07 16:00, ,m,   288.49101,  -22.34935,  153.3817,  19.60621,  104.3,  62.4547,
 2018-Jan-07 17:00, ,m,   288.53708,  -22.34399,  153.3571,  19.47396,  103.8,  62.0677,
 2018-Jan-07 18:00, ,m,   288.58313,  -22.33868,  153.2119,  19.34973,  103.4,  61.7142,
 2018-Jan-07 19:00, ,m,   288.62912,  -22.33339,  152.9554,  19.24508,  103.0,  61.3895,
 2018-Jan-07 20:00, ,m,   288.67501,  -22.32813,  152.6049,  19.17024,  102.7,  61.0869,
 2018-Jan-07 21:00, ,m,   288.72078,  -22.32288,  152.1836,  19.13340,  102.3,  60.7982,
 2018-Jan-07 22:00,A,m,   288.76642,  -22.31764,  151.7201,  19.14015,  102.0,  60.5141,
 2018-Jan-07 23:00,N,m,   288.81191,  -22.31239,  151.2454,  19.19314,  101.7,  60.2250,
 2018-Jan-08 00:00,*,m,   288.85727,  -22.30712,  150.7914,  19.29183,  101.3,  59.9215,
 2018-Jan-08 01:00,*,m,   288.90249,  -22.30181,  150.3887,  19.43260,  100.9,  59.5955,
 2018-Jan-08 02:00,*,m,   288.94760,  -22.29646,  150.0644,  19.60894,  100.5,  59.2402,
 2018-Jan-08 03:00,*,m,   288.99262,  -22.29106,  149.8402,  19.81194,  100.0,  58.8509,
 2018-Jan-08 04:00,*, ,   289.03760,  -22.28559,  149.7308,  20.03085,   99.6,  58.4253,
 2018-Jan-08 05:00,*, ,   289.08256,  -22.28007,  149.7434,  20.25385,   99.0,  57.9633,
 2018-Jan-08 06:00,*, ,   289.12753,  -22.27448,  149.8768,  20.46887,   98.4,  57.4671,
 2018-Jan-08 07:00,*, ,   289.17257,  -22.26884,  150.1214,  20.66435,   97.8,  56.9409,
 2018-Jan-08 08:00,*, ,   289.21769,  -22.26315,  150.4601,  20.83009,   97.2,  56.3907,
 2018-Jan-08 09:00,*, ,   289.26292,  -22.25742,  150.8696,  20.95791,   96.5,  55.8241,
 2018-Jan-08 10:00,N, ,   289.30828,  -22.25165,  151.3214,  21.04222,   95.9,  55.2493,
 2018-Jan-08 11:00, , ,   289.35377,  -22.24587,  151.7845,  21.08040,   95.2,  54.6752,
 2018-Jan-08 12:00, , ,   289.39940,  -22.24009,  152.2268,  21.07297,   94.6,  54.1107,
 2018-Jan-08 13:00, , ,   289.44515,  -22.23432,  152.6179,  21.02355,   93.9,  53.5640,
 2018-Jan-08 14:00, , ,   289.49101,  -22.22856,  152.9307,  20.93861,   93.3,  53.0426,
 2018-Jan-08 15:00, , ,   289.53695,  -22.22283,  153.1435,  20.82705,   92.8,  52.5525,
 2018-Jan-08 16:00, , ,   289.58293,  -22.21714,  153.2414,  20.69957,   92.3,  52.0976,
 2018-Jan-08 17:00, ,m,   289.62892,  -22.21148,  153.2174,  20.56792,   91.8,  51.6801,
 2018-Jan-08 18:00, ,m,   289.67488,  -22.20585,  153.0726,  20.44418,   91.3,  51.2995,
 2018-Jan-08 19:00, ,m,   289.72078,  -22.20026,  152.8166,  20.33982,   90.9,  50.9531,
 2018-Jan-08 20:00, ,m,   289.76659,  -22.19469,  152.4662,  20.26505,   90.6,  50.6360,
 2018-Jan-08 21:00, ,m,   289.81228,  -22.18914,  152.0451,  20.22800,   90.2,  50.3409,
 2018-Jan-08 22:00,A,m,   289.85783,  -22.18360,  151.5814,  20.23428,   89.9,  50.0595,
 2018-Jan-08 23:00,N,m,   289.90324,  -22.17804,  151.1063,  20.28651,   89.6,  49.7821,
 2018-Jan-09 00:00,*,m,   289.94851,  -22.17247,  150.6517,  20.38419,   89.3,  49.4990,
 2018-Jan-09 01:00,*,m,   289.99364,  -22.16686,  150.2483,  20.52374,   88.9,  49.2009,
 2018-Jan-09 02:00,*,m,   290.03867,  -22.16120,  149.9230,  20.69870,   88.6,  48.8796,
 2018-Jan-09 03:00,*,m,   290.08361,  -22.15550,  149.6976,  20.90022,   88.2,  48.5287,
 2018-Jan-09 04:00,*,m,   290.12850,  -22.14973,  149.5871,  21.11763,   87.7,  48.1438,
 2018-Jan-09 05:00,*, ,   290.17337,  -22.14390,  149.5985,  21.33920,   87.2,  47.7229,
 2018-Jan-09 06:00,*, ,   290.21826,  -22.13802,  149.7307,  21.55289,   86.7,  47.2662,
 2018-Jan-09 07:00,*, ,   290.26321,  -22.13207,  149.9742,  21.74722,   86.2,  46.7765,
 2018-Jan-09 08:00,*, ,   290.30824,  -22.12608,  150.3120,  21.91205,   85.6,  46.2582,
 2018-Jan-09 09:00,*, ,   290.35338,  -22.12005,  150.7206,  22.03923,   84.9,  45.7179,
 2018-Jan-09 10:00,N, ,   290.39865,  -22.11398,  151.1719,  22.12319,   84.3,  45.1632,
 2018-Jan-09 11:00, , ,   290.44406,  -22.10790,  151.6347,  22.16130,   83.6,  44.6025,
 2018-Jan-09 12:00, , ,   290.48960,  -22.10182,  152.0769,  22.15405,   83.0,  44.0447,
 2018-Jan-09 13:00, , ,   290.53526,  -22.09574,  152.4681,  22.10504,   82.4,  43.4986,
 2018-Jan-09 14:00, , ,   290.58103,  -22.08968,  152.7811,  22.02067,   81.8,  42.9722,
 2018-Jan-09 15:00, , ,   290.62688,  -22.08365,  152.9943,  21.90978,   81.2,  42.4726,
 2018-Jan-09 16:00, , ,   290.67277,  -22.07766,  153.0927,  21.78299,   80.6,  42.0052,
 2018-Jan-09 17:00, , ,   290.71867,  -22.07169,  153.0691,  21.65199,   80.1,  41.5738,
 2018-Jan-09 18:00, ,m,   290.76454,  -22.06577,  152.9248,  21.52875,   79.7,  41.1798,
 2018-Jan-09 19:00, ,m,   290.81035,  -22.05988,  152.6691,  21.42473,   79.3,  40.8224,
 2018-Jan-09 20:00, ,m,   290.85607,  -22.05401,  152.3190,  21.35005,   78.9,  40.4985,
 2018-Jan-09 21:00, ,m,   290.90167,  -22.04815,  151.8979,  21.31282,   78.6,  40.2026,
 2018-Jan-09 22:00,A,m,   290.94713,  -22.04231,  151.4340,  21.31862,   78.2,  39.9276,
 2018-Jan-09 23:00,N,m,   290.99245,  -22.03645,  150.9586,  21.37008,   77.9,  39.6650,
 2018-Jan-10 00:00,*,m,   291.03763,  -22.03057,  150.5034,  21.46673,   77.6,  39.4051,
 2018-Jan-10 01:00,*,m,   291.08268,  -22.02466,  150.0992,  21.60502,   77.3,  39.1387,
 2018-Jan-10 02:00,*,m,   291.12761,  -22.01870,  149.7729,  21.77854,   77.0,  38.8566,
 2018-Jan-10 03:00,*,m,   291.17246,  -22.01270,  149.5465,  21.97852,   76.6,  38.5513,
 2018-Jan-10 04:00,*,m,   291.21726,  -22.00663,  149.4348,  22.19436,   76.2,  38.2167,
 2018-Jan-10 05:00,*, ,   291.26204,  -22.00051,  149.4450,  22.41440,   75.8,  37.8491,
 2018-Jan-10 06:00,*, ,   291.30684,  -21.99432,  149.5760,  22.62668,   75.3,  37.4469,
 2018-Jan-10 07:00,*, ,   291.35170,  -21.98808,  149.8184,  22.81980,   74.8,  37.0110,
