 Date__(UT)__HR:MN, , , R.A._(ICRF), DEC_(ICRF),  dRA*cosD, d(DEC)/dt,  T-O-M, MN_Illu%,
****************************************************************************************
$$SOE
 2018-Jan-10 08:00,*, ,   291.39663,  -21.98179,  150.1553,  22.98366,   74.2,  36.5443,
 2018-Jan-10 09:00,*, ,   291.44168,  -21.97545,  150.5632,  23.11014,   73.7,  36.0519,
 2018-Jan-10 10:00,N, ,   291.48686,  -21.96909,  151.0139,  23.19370,   73.0,  35.5401,
 2018-Jan-10 11:00, , ,   291.53217,  -21.96271,  151.4763,  23.23171,   72.4,  35.0167,
 2018-Jan-10 12:00, , ,   291.57762,  -21.95633,  151.9184,  23.22464,   71.8,  34.4900,
 2018-Jan-10 13:00, , ,   291.62319,  -21.94996,  152.3096,  23.17603,   71.2,  33.9685,
 2018-Jan-10 14:00, , ,   291.66887,  -21.94360,  152.6229,  23.09224,   70.5,  33.4604,
 2018-Jan-10 15:00, , ,   291.71462,  -21.93727,  152.8365,  22.98205,   69.9,  32.9734,
 2018-Jan-10 16:00, , ,   291.76041,  -21.93098,  152.9353,  22.85598,   69.4,  32.5137,
 2018-Jan-10 17:00, , ,   291.80622,  -21.92472,  152.9122,  22.72566,   68.9,  32.0863,
 2018-Jan-10 18:00, , ,   291.85200,  -21.91849,  152.7683,  22.60298,   68.4,  31.6940,
 2018-Jan-10 19:00, ,m,   291.89772,  -21.91230,  152.5130,  22.49932,   67.9,  31.3377,
 2018-Jan-10 20:00, ,m,   291.94334,  -21.90613,  152.1631,  22.42476,   67.5,  31.0161,
 2018-Jan-10 21:00, ,m,   291.98885,  -21.89998,  151.7420,  22.38736,   67.2,  30.7258,
 2018-Jan-10 22:00,A,m,   292.03422,  -21.89383,  151.2780,  22.39269,   66.9,  30.4612,
 2018-Jan-10 23:00,N,m,   292.07944,  -21.88768,  150.8022,  22.44337,   66.6,  30.2151,
 2018-Jan-11 00:00,*,m,   292.12453,  -21.88150,  150.3464,  22.53896,   66.3,  29.9791,
 2018-Jan-11 01:00,*,m,   292.16948,  -21.87529,  149.9414,  22.67594,   66.0,  29.7444,
 2018-Jan-11 02:00,*,m,   292.21432,  -21.86904,  149.6142,  22.84797,   65.7,  29.5020,
 2018-Jan-11 03:00,*,m,   292.25908,  -21.86273,  149.3867,  23.04634,   65.3,  29.2437,
 2018-Jan-11 04:00,*,m,   292.30378,  -21.85637,  149.2738,  23.26054,   65.0,  28.9626,
 2018-Jan-11 05:00,*,m,   292.34847,  -21.84995,  149.2828,  23.47897,   64.6,  28.6536,
 2018-Jan-11 06:00,*, ,   292.39317,  -21.84347,  149.4127,  23.68978,   64.2,  28.3136,
 2018-Jan-11 07:00,*, ,   292.43793,  -21.83693,  149.6541,  23.88161,   63.7,  27.9417,
 2018-Jan-11 08:00,*, ,   292.48277,  -21.83034,  149.9900,  24.04443,   63.2,  27.5393,
 2018-Jan-11 09:00,*, ,   292.52772,  -21.82371,  150.3972,  24.17016,   62.6,  27.1098,
 2018-Jan-11 10:00,N, ,   292.57280,  -21.81706,  150.8473,  24.25328,   62.0,  26.6582,
 2018-Jan-11 11:00, , ,   292.61802,  -21.81038,  151.3093,  24.29115,   61.4,  26.1910,
 2018-Jan-11 12:00, , ,   292.66337,  -21.80370,  151.7513,  24.28424,   60.8,  25.7155,
 2018-Jan-11 13:00, , ,   292.70884,  -21.79703,  152.1426,  24.23603,   60.2,  25.2396,
 2018-Jan-11 14:00, , ,   292.75442,  -21.79038,  152.4561,  24.15285,   59.6,  24.7711,
 2018-Jan-11 15:00, , ,   292.80007,  -21.78376,  152.6700,  24.04337,   59.0,  24.3176,
 2018-Jan-11 16:00, , ,   292.84577,  -21.77717,  152.7693,  23.91806,   58.4,  23.8856,
 2018-Jan-11 17:00, , ,   292.89147,  -21.77061,  152.7466,  23.78845,   57.8,  23.4805,
 2018-Jan-11 18:00, , ,   292.93715,  -21.76409,  152.6031,  23.66637,   57.3,  23.1063,
 2018-Jan-11 19:00, , ,   292.98277,  -21.75760,  152.3481,  23.56311,   56.9,  22.7651,
 2018-Jan-11 20:00, ,m,   293.02830,  -21.75114,  151.9984,  23.48869,   56.4,  22.4571,
 2018-Jan-11 21:00, ,m,   293.07371,  -21.74469,  151.5774,  23.45114,   56.1,  22.1806,
 2018-Jan-11 22:00,A,m,   293.11898,  -21.73825,  151.1132,  23.45600,   55.7,  21.9317,
 2018-Jan-11 23:00,N,m,   293.16411,  -21.73179,  150.6370,  23.50590,   55.4,  21.7050,
 2018-Jan-12 00:00,*,m,   293.20909,  -21.72532,  150.1807,  23.60040,   55.1,  21.4936,
 2018-Jan-12 01:00,*,m,   293.25395,  -21.71882,  149.7749,  23.73603,   54.8,  21.2898,
 2018-Jan-12 02:00,*,m,   293.29869,  -21.71227,  149.4468,  23.90652,   54.5,  21.0855,
 2018-Jan-12 03:00,*,m,   293.34335,  -21.70567,  149.2181,  24.10322,   54.2,  20.8726,
 2018-Jan-12 04:00,*,m,   293.38795,  -21.69902,  149.1041,  24.31570,   53.9,  20.6440,
 2018-Jan-12 05:00,*,m,   293.43254,  -21.69230,  149.1120,  24.53246,   53.6,  20.3940,
 2018-Jan-12 06:00,*, ,   293.47714,  -21.68552,  149.2408,  24.74170,   53.2,  20.1185,
 2018-Jan-12 07:00,*, ,   293.52180,  -21.67869,  149.4811,  24.93217,   52.7,  19.8153,
 2018-Jan-12 08:00,*, ,   293.56654,  -21.67181,  149.8161,  25.09388,   52.3,  19.4843,
 2018-Jan-12 09:00,*, ,   293.61139,  -21.66489,  150.2225,  25.21880,   51.7,  19.1273,
 2018-Jan-12 10:00,N, ,   293.65637,  -21.65794,  150.6721,  25.30144,   51.2,  18.7480,
 2018-Jan-12 11:00, , ,   293.70148,  -21.65098,  151.1338,  25.33915,   50.6,  18.3512,
 2018-Jan-12 12:00, , ,   293.74673,  -21.64401,  151.5756,  25.33238,   50.0,  17.9431,
 2018-Jan-12 13:00, , ,   293.79210,  -21.63705,  151.9669,  25.28459,   49.4,  17.5305,
 2018-Jan-12 14:00, , ,   293.83757,  -21.63010,  152.2806,  25.20201,   48.8,  17.1204,
 2018-Jan-12 15:00, , ,   293.88312,  -21.62319,  152.4949,  25.09328,   48.2,  16.7196,
 2018-Jan-12 16:00, , ,   293.92872,  -21.61630,  152.5945,  24.96876,   47.6,  16.3344,
 2018-Jan-12 17:00, , ,   293.97432,  -21.60946,  152.5723,  24.83990,   47.0,  15.9703,
 2018-Jan-12 18:00, , ,   294.01990,  -21.60264,  152.4292,  24.71845,   46.5,  15.6315,
 2018-Jan-12 19:00, , ,   294.06542,  -21.59586,  152.1745,  24.61562,   46.0,  15.3209,
 2018-Jan-12 20:00, , ,   294.11084,  -21.58910,  151.8250,  24.54137,   45.5,  15.0397,
 2018-Jan-12 21:00, ,m,   294.15614,  -21.58236,  151.4040,  24.50369,   45.1,  14.7874,
 2018-Jan-12 22:00,A,m,   294.20131,  -21.57562,  150.9397,  24.50809,   44.8,  14.5620,
 2018-Jan-12 23:00,N,m,   294.24634,  -21.56888,  150.4631,  24.55718,   44.4,  14.3596,
 2018-Jan-13 00:00,*,m,   294.29122,  -21.56211,  150.0062,  24.65057,   44.1,  14.1751,
 2018-Jan-13 01:00,*,m,   294.33598,  -21.55532,  149.5997,  24.78482,   43.8,  14.0023,
 2018-Jan-13 02:00,*,m,   294.38062,  -21.54848,  149.2706,  24.95371,   43.6,  13.8343,
 2018-Jan-13 03:00,*,m,   294.42517,  -21.54159,  149.0410,  25.14868,   43.3,  13.6642,
 2018-Jan-13 04:00,*,m,   294.46967,  -21.53464,  148.9259,  25.35937,   43.0,  13.4855,
 2018-Jan-13 05:00,*,m,   294.51415,  -21.52763,  148.9326,  25.57437,   42.7,  13.2922,
 2018-Jan-13 06:00,*,m,   294.55865,  -21.52057,  149.0602,  25.78199,   42.3,  13.0801,
 2018-Jan-13 07:00,*, ,   294.60321,  -21.51345,  149.2995,  25.97102,   41.9,  12.8461,
 2018-Jan-13 08:00,*, ,   294.64784,  -21.50628,  149.6336,  26.13156,   41.5,  12.5891,
 2018-Jan-13 09:00,*, ,   294.69259,  -21.49907,  150.0393,  26.25562,   41.0,  12.3097,
 2018-Jan-13 10:00,N, ,   294.73746,  -21.49183,  150.4883,  26.33772,   40.5,  12.0100,
 2018-Jan-13 11:00, , ,   294.78247,  -21.48458,  150.9497,  26.37525,   39.9,  11.6935,
 2018-Jan-13 12:00, , ,   294.82761,  -21.47732,  151.3913,  26.36861,   39.3,  11.3650,
 2018-Jan-13 13:00, , ,   294.87287,  -21.47007,  151.7827,  26.32122,   38.7,  11.0299,
 2018-Jan-13 14:00, , ,   294.91824,  -21.46284,  152.0966,  26.23927,   38.1,  10.6938,
 2018-Jan-13 15:00, , ,   294.96368,  -21.45563,  152.3111,  26.13130,   37.5,  10.3628,
 2018-Jan-13 16:00, , ,   295.00917,  -21.44846,  152.4112,  26.00760,   36.9,  10.0421,
 2018-Jan-13 17:00, , ,   295.05467,  -21.44132,  152.3894,  25.87954,   36.3,   9.7368,
 2018-Jan-13 18:00, , ,   295.10014,  -21.43422,  152.2467,  25.75875,   35.7,   9.4509,
 2018-Jan-13 19:00, , ,   295.14555,  -21.42715,  151.9923,  25.65639,   35.2,   9.1873,
 2018-Jan-13 20:00, , ,   295.19086,  -21.42010,  151.6430,  25.58234,   34.7,   8.9478,
 2018-Jan-13 21:00, , ,   295.23606,  -21.41307,  151.2220,  25.54454,   34.3,   8.7326,
 2018-Jan-13 22:00,A,m,   295.28112,  -21.40604,  150.7575,  25.54848,   33.9,   8.5409,
 2018-Jan-13 23:00,N,m,   295.32604,  -21.39901,  150.2805,  25.59677,   33.6,   8.3702,
 2018-Jan-14 00:00,*,m,   295.37082,  -21.39195,  149.8231,  25.68902,   33.2,   8.2173,
 2018-Jan-14 01:00,*,m,   295.41547,  -21.38487,  149.4158,  25.82185,   32.9,   8.0775,
 2018-Jan-14 02:00,*,m,   295.46000,  -21.37774,  149.0859,  25.98909,   32.7,   7.9458,
 2018-Jan-14 03:00,*,m,   295.50445,  -21.37056,  148.8552,  26.18226,   32.4,   7.8166,
 2018-Jan-14 04:00,*,m,   295.54884,  -21.36333,  148.7390,  26.39109,   32.1,   7.6845,
 2018-Jan-14 05:00,*,m,   295.59321,  -21.35603,  148.7447,  26.60427,   31.8,   7.5445,
 2018-Jan-14 06:00,*,m,   295.63761,  -21.34868,  148.8712,  26.81018,   31.5,   7.3925,
 2018-Jan-14 07:00,*,m,   295.68205,  -21.34127,  149.1095,  26.99770,   31.1,   7.2254,
 2018-Jan-14 08:00,*, ,   295.72658,  -21.33382,  149.4427,  27.15700,   30.7,   7.0417,
 2018-Jan-14 09:00,*, ,   295.77122,  -21.32632,  149.8476,  27.28014,   30.2,   6.8409,
 2018-Jan-14 10:00,N, ,   295.81598,  -21.31880,  150.2961,  27.36168,   29.8,   6.6241,
 2018-Jan-14 11:00, , ,   295.86087,  -21.31126,  150.7571,  27.39898,   29.2,   6.3937,
 2018-Jan-14 12:00, , ,   295.90590,  -21.30372,  151.1986,  27.39246,   28.7,   6.1527,
 2018-Jan-14 13:00, , ,   295.95105,  -21.29618,  151.5900,  27.34548,   28.1,   5.9053,
 2018-Jan-14 14:00, , ,   295.99631,  -21.28867,  151.9041,  27.26417,   27.4,   5.6557,
 2018-Jan-14 15:00, , ,   296.04164,  -21.28118,  152.1189,  27.15699,   26.8,   5.4084,
 2018-Jan-14 16:00, , ,   296.08702,  -21.27372,  152.2193,  27.03414,   26.2,   5.1677,
 2018-Jan-14 17:00, , ,   296.13241,  -21.26629,  152.1979,  26.90690,   25.6,   4.9375,
 2018-Jan-14 18:00, , ,   296.17777,  -21.25890,  152.0556,  26.78682,   25.0,   4.7211,
 2018-Jan-14 19:00, , ,   296.22306,  -21.25155,  151.8015,  26.68497,   24.5,   4.5209,
 2018-Jan-14 20:00, , ,   296.26827,  -21.24421,  151.4524,  26.61114,   24.0,   4.3385,
 2018-Jan-14 21:00, , ,   296.31336,  -21.23689,  151.0314,  26.57325,   23.5,   4.1746,
 2018-Jan-14 22:00,A,m,   296.35831,  -21.22958,  150.5667,  26.57672,   23.1,   4.0289,
 2018-Jan-14 23:00,N,m,   296.40312,  -21.22226,  150.0895,  26.62420,   22.7,   3.9000,
 2018-Jan-15 00:00,*,m,   296.44779,  -21.21492,  149.6315,  26.71529,   22.4,   3.7860,
 2018-Jan-15 01:00,*,m,   296.49232,  -21.20755,  149.2235,  26.84666,   22.1,   3.6840,
 2018-Jan-15 02:00,*,m,   296.53674,  -21.20013,  148.8927,  27.01221,   21.8,   3.5905,
 2018-Jan-15 03:00,*,m,   296.58108,  -21.19267,  148.6611,  27.20352,   21.5,   3.5018,
 2018-Jan-15 04:00,*,m,   296.62536,  -21.18515,  148.5438,  27.41043,   21.2,   3.4142,
 2018-Jan-15 05:00,*,m,   296.66962,  -21.17757,  148.5484,  27.62170,   21.0,   3.3240,
 2018-Jan-15 06:00,*,m,   296.71390,  -21.16994,  148.6738,  27.82582,   20.7,   3.2280,
 2018-Jan-15 07:00,*,m,   296.75824,  -21.16225,  148.9111,  28.01177,   20.3,   3.1239,
 2018-Jan-15 08:00,*, ,   296.80265,  -21.15451,  149.2435,  28.16976,   19.9,   3.0099,
 2018-Jan-15 09:00,*, ,   296.84717,  -21.14674,  149.6477,  28.29193,   19.5,   2.8856,
 2018-Jan-15 10:00,N, ,   296.89182,  -21.13893,  150.0957,  28.37285,   19.0,   2.7514,
 2018-Jan-15 11:00, , ,   296.93660,  -21.13111,  150.5563,  28.40992,   18.5,   2.6084,
 2018-Jan-15 12:00, , ,   296.98152,  -21.12329,  150.9976,  28.40349,   18.0,   2.4587,
 2018-Jan-15 13:00, , ,   297.02656,  -21.11547,  151.3890,  28.35692,   17.4,   2.3049,
 2018-Jan-15 14:00, , ,   297.07170,  -21.10767,  151.7033,  28.27626,   16.8,   2.1499,
 2018-Jan-15 15:00, , ,   297.11691,  -21.09990,  151.9184,  28.16989,   16.2,   1.9966,
 2018-Jan-15 16:00, , ,   297.16218,  -21.09216,  152.0191,  28.04794,   15.6,   1.8479,
 2018-Jan-15 17:00, , ,   297.20745,  -21.08445,  151.9981,  27.92156,   15.0,   1.7063,
 2018-Jan-15 18:00, , ,   297.25269,  -21.07678,  151.8562,  27.80222,   14.4,   1.5739,
 2018-Jan-15 19:00, , ,   297.29788,  -21.06914,  151.6023,  27.70090,   13.8,   1.4522,
 2018-Jan-15 20:00, , ,   297.34297,  -21.06152,  151.2534,  27.62733,   13.3,   1.3421,
 2018-Jan-15 21:00, , ,   297.38794,  -21.05392,  150.8325,  27.58935,   12.8,   1.2440,
 2018-Jan-15 22:00,A, ,   297.43278,  -21.04632,  150.3676,  27.59238,   12.3,   1.1577,
 2018-Jan-15 23:00,N,m,   297.47747,  -21.03872,  149.8900,  27.63903,   11.9,   1.0824,
 2018-Jan-16 00:00,*,m,   297.52203,  -21.03109,  149.4315,  27.72895,   11.5,   1.0170,
 2018-Jan-16 01:00,*,m,   297.56645,  -21.02344,  149.0228,  27.85882,   11.2,   0.9599,
 2018-Jan-16 02:00,*,m,   297.61076,  -21.01575,  148.6912,  28.02262,   10.9,   0.9092,
 2018-Jan-16 03:00,*,m,   297.65498,  -21.00800,  148.4586,  28.21202,   10.6,   0.8631,
 2018-Jan-16 04:00,*,m,   297.69914,  -21.00020,  148.3403,  28.41693,   10.4,   0.8195,
 2018-Jan-16 05:00,*,m,   297.74329,  -20.99234,  148.3438,  28.62623,   10.1,   0.7766,
 2018-Jan-16 06:00,*,m,   297.78745,  -20.98443,  148.4683,  28.82850,  9.799,   0.7326,
 2018-Jan-16 07:00,*,m,   297.83167,  -20.97646,  148.7046,  29.01280,  9.484,   0.6864,
 2018-Jan-16 08:00,*,m,   297.87597,  -20.96845,  149.0361,  29.16942,  9.137,   0.6372,
 2018-Jan-16 09:00,*, ,   297.92037,  -20.96039,  149.4396,  29.29056,  8.751,   0.5846,
 2018-Jan-16 10:00,N, ,   297.96490,  -20.95231,  149.8871,  29.37083,  8.324,   0.5289,
 2018-Jan-16 11:00, , ,   298.00957,  -20.94421,  150.3473,  29.40762,  7.853,   0.4709,
 2018-Jan-16 12:00, , ,   298.05436,  -20.93611,  150.7885,  29.40128,  7.343,   0.4118,
 2018-Jan-16 13:00, , ,   298.09928,  -20.92801,  151.1799,  29.35512,  6.798,   0.3529,
 2018-Jan-16 14:00, , ,   298.14431,  -20.91993,  151.4943,  29.27512,  6.224,   0.2959,
 2018-Jan-16 15:00, , ,   298.18940,  -20.91188,  151.7097,  29.16959,  5.631,   0.2421,
 2018-Jan-16 16:00, , ,   298.23455,  -20.90386,  151.8108,  29.04855,  5.027,   0.1930,
 2018-Jan-16 17:00, , ,   298.27970,  -20.89588,  151.7901,  28.92307,  4.425,   0.1495,
 2018-Jan-16 18:00, , ,   298.32483,  -20.88793,  151.6485,  28.80451,  3.834,   0.1122,
 2018-Jan-16 19:00, , ,   298.36989,  -20.88001,  151.3950,  28.70376,  3.265,   0.0814,
 2018-Jan-16 20:00, , ,   298.41486,  -20.87211,  151.0462,  28.63048,  2.730,   0.0569,
 2018-Jan-16 21:00, , ,   298.45972,  -20.86423,  150.6253,  28.59244,  2.237,   0.0382,
 2018-Jan-16 22:00,A, ,   298.50444,  -20.85635,  150.1603,  28.59503,  1.797,   0.0246,
 2018-Jan-16 23:00,N, ,   298.54902,  -20.84847,  149.6824,  28.64085,  1.420,   0.0154,
 2018-Jan-17 00:00,*,m,   298.59345,  -20.84057,  149.2234,  28.72956,  1.123,   0.0096,
 2018-Jan-17 01:00,*,m,   298.63775,  -20.83264,  148.8141,  28.85791, 0.9290,   0.0066,
 2018-Jan-17 02:00,*,m,   298.68194,  -20.82466,  148.4816,  29.01992, 0.8594,   0.0057,
 2018-Jan-17 03:00,*,m,   298.72605,  -20.81664,  148.2481,  29.20734, 0.9112,   0.0064,
 2018-Jan-17 04:00,*,m,   298.77009,  -20.80856,  148.1288,  29.41019,  1.052,   0.0085,
 2018-Jan-17 05:00,*,m,   298.81412,  -20.80043,  148.1313,  29.61744,  1.250,   0.0120,
 2018-Jan-17 06:00,*,m,   298.85817,  -20.79224,  148.2547,  29.81778,  1.490,   0.0171,
 2018-Jan-17 07:00,*,m,   298.90226,  -20.78399,  148.4901,  30.00036,  1.767,   0.0240,
 2018-Jan-17 08:00,*,m,   298.94644,  -20.77570,  148.8208,  30.15556,  2.083,   0.0334,
 2018-Jan-17 09:00,*,m,   298.99072,  -20.76737,  149.2236,  30.27562,  2.440,   0.0458,
 2018-Jan-17 10:00,N, ,   299.03513,  -20.75902,  149.6706,  30.35519,  2.840,   0.0620,
 2018-Jan-17 11:00, , ,   299.07968,  -20.75064,  150.1305,  30.39167,  3.285,   0.0829,
 2018-Jan-17 12:00, , ,   299.12435,  -20.74227,  150.5715,  30.38541,  3.772,   0.1092,
 2018-Jan-17 13:00, , ,   299.16915,  -20.73390,  150.9629,  30.33965,  4.297,   0.1417,
 2018-Jan-17 14:00, , ,   299.21405,  -20.72555,  151.2775,  30.26033,  4.856,   0.1809,
 2018-Jan-17 15:00, , ,   299.25902,  -20.71722,  151.4931,  30.15567,  5.441,   0.2270,
 2018-Jan-17 16:00, , ,   299.30405,  -20.70893,  151.5945,  30.03558,  6.042,   0.2798,
 2018-Jan-17 17:00, , ,   299.34908,  -20.70066,  151.5742,  29.91103,  6.650,   0.3389,
 2018-Jan-17 18:00, , ,   299.39408,  -20.69244,  151.4330,  29.79329,  7.256,   0.4033,
 2018-Jan-17 19:00, , ,   299.43902,  -20.68424,  151.1797,  29.69315,  7.849,   0.4717,
 2018-Jan-17 20:00, , ,   299.48387,  -20.67607,  150.8311,  29.62017,  8.420,   0.5426,
 2018-Jan-17 21:00, , ,   299.52861,  -20.66791,  150.4102,  29.58209,  8.960,   0.6143,
 2018-Jan-17 22:00,A, ,   299.57321,  -20.65976,  149.9451,  29.58425,  9.465,   0.6852,
 2018-Jan-17 23:00,N, ,   299.61766,  -20.65160,  149.4668,  29.62924,  9.929,   0.7538,
 2018-Jan-18 00:00,*, ,   299.66198,  -20.64343,  149.0074,  29.71673,   10.4,   0.8191,
 2018-Jan-18 01:00,*,m,   299.70616,  -20.63522,  148.5974,  29.84351,   10.7,   0.8804,
 2018-Jan-18 02:00,*,m,   299.75022,  -20.62697,  148.2641,  30.00368,   11.1,   0.9378,
 2018-Jan-18 03:00,*,m,   299.79420,  -20.61868,  148.0297,  30.18907,   11.4,   0.9918,
 2018-Jan-18 04:00,*,m,   299.83813,  -20.61033,  147.9095,  30.38980,   11.7,   1.0435,
 2018-Jan-18 05:00,*,m,   299.88204,  -20.60192,  147.9110,  30.59494,   12.0,   1.0946,
 2018-Jan-18 06:00,*,m,   299.92596,  -20.59346,  148.0334,  30.79328,   12.3,   1.1472,
 2018-Jan-18 07:00,*,m,   299.96993,  -20.58494,  148.2679,  30.97407,   12.6,   1.2033,
 2018-Jan-18 08:00,*,m,   300.01398,  -20.57638,  148.5978,  31.12778,   12.9,   1.2651,
 2018-Jan-18 09:00,*,m,   300.05814,  -20.56778,  149.0000,  31.24670,   13.2,   1.3348,
 2018-Jan-18 10:00,N,m,   300.10243,  -20.55915,  149.4464,  31.32553,   13.6,   1.4143,
 2018-Jan-18 11:00, , ,   300.14685,  -20.55051,  149.9060,  31.36168,   14.0,   1.5050,
 2018-Jan-18 12:00, , ,   300.19140,  -20.54186,  150.3469,  31.35548,   14.5,   1.6079,
 2018-Jan-18 13:00, , ,   300.23607,  -20.53322,  150.7383,  31.31013,   15.0,   1.7237,
 2018-Jan-18 14:00, , ,   300.28084,  -20.52460,  151.0530,  31.23151,   15.6,   1.8523,
 2018-Jan-18 15:00, , ,   300.32569,  -20.51600,  151.2689,  31.12773,   16.2,   1.9929,
 2018-Jan-18 16:00, , ,   300.37059,  -20.50744,  151.3707,  31.00862,   16.8,   2.1444,
 2018-Jan-18 17:00, , ,   300.41549,  -20.49890,  151.3507,  30.88505,   17.4,   2.3049,
 2018-Jan-18 18:00, , ,   300.46037,  -20.49041,  151.2097,  30.76816,   18.0,   2.4720,
 2018-Jan-18 19:00, , ,   300.50519,  -20.48194,  150.9567,  30.66866,   18.7,   2.6429,
 2018-Jan-18 20:00, , ,   300.54992,  -20.47349,  150.6083,  30.59603,   19.3,   2.8145,
 2018-Jan-18 21:00, , ,   300.59452,  -20.46506,  150.1874,  30.55793,   19.8,   2.9838,
 2018-Jan-18 22:00,A, ,   300.63900,  -20.45664,  149.7222,  30.55966,   20.4,   3.1478,
 2018-Jan-18 23:00,N, ,   300.68333,  -20.44821,  149.2437,  30.60381,   20.9,   3.3040,
 2018-Jan-19 00:00,*, ,   300.72752,  -20.43976,  148.7837,  30.69007,   21.3,   3.4504,
 2018-Jan-19 01:00,*,m,   300.77157,  -20.43128,  148.3731,  30.81525,   21.8,   3.5861,
 2018-Jan-19 02:00,*,m,   300.81551,  -20.42277,  148.0391,  30.97354,   22.1,   3.7109,
 2018-Jan-19 03:00,*,m,   300.85937,  -20.41420,  147.8038,  31.15684,   22.5,   3.8258,
 2018-Jan-19 04:00,*,m,   300.90317,  -20.40558,  147.6827,  31.35538,   22.8,   3.9328,
 2018-Jan-19 05:00,*,m,   300.94695,  -20.39691,  147.6832,  31.55833,   23.1,   4.0348,
 2018-Jan-19 06:00,*,m,   300.99075,  -20.38817,  147.8048,  31.75461,   23.4,   4.1352,
 2018-Jan-19 07:00,*,m,   301.03459,  -20.37939,  148.0384,  31.93355,   23.7,   4.2379,
 2018-Jan-19 08:00,*,m,   301.07852,  -20.37056,  148.3675,  32.08570,   24.0,   4.3471,
 2018-Jan-19 09:00,*,m,   301.12255,  -20.36169,  148.7691,  32.20344,   24.3,   4.4666,
 2018-Jan-19 10:00,N,m,   301.16671,  -20.35280,  149.2150,  32.28149,   24.7,   4.5997,
 2018-Jan-19 11:00, ,m,   301.21100,  -20.34389,  149.6743,  32.31728,   25.1,   4.7492,
 2018-Jan-19 12:00, , ,   301.25542,  -20.33498,  150.1150,  32.31113,   25.6,   4.9171,
 2018-Jan-19 13:00, , ,   301.29996,  -20.32607,  150.5064,  32.26619,   26.0,   5.1042,
 2018-Jan-19 14:00, , ,   301.34461,  -20.31718,  150.8213,  32.18827,   26.6,   5.3108,
 2018-Jan-19 15:00, , ,   301.38933,  -20.30832,  151.0374,  32.08540,   27.1,   5.5356,
 2018-Jan-19 16:00, , ,   301.43410,  -20.29949,  151.1395,  31.96730,   27.7,   5.7769,
 2018-Jan-19 17:00, , ,   301.47887,  -20.29069,  151.1198,  31.84474,   28.4,   6.0317,
 2018-Jan-19 18:00, , ,   301.52362,  -20.28192,  150.9792,  31.72875,   29.0,   6.2967,
 2018-Jan-19 19:00, , ,   301.56831,  -20.27319,  150.7264,  31.62993,   29.6,   6.5675,
 2018-Jan-19 20:00, , ,   301.61291,  -20.26447,  150.3781,  31.55767,   30.2,   6.8397,
 2018-Jan-19 21:00, , ,   301.65739,  -20.25578,  149.9573,  31.51957,   30.8,   7.1087,
 2018-Jan-19 22:00,A, ,   301.70174,  -20.24708,  149.4920,  31.52089,   31.4,   7.3700,
 2018-Jan-19 23:00,N, ,   301.74594,  -20.23839,  149.0132,  31.56420,   32.0,   7.6198,
 2018-Jan-20 00:00,*, ,   301.79000,  -20.22967,  148.5528,  31.64920,   32.5,   7.8549,
 2018-Jan-20 01:00,*, ,   301.83393,  -20.22093,  148.1416,  31.77276,   32.9,   8.0731,
 2018-Jan-20 02:00,*,m,   301.87774,  -20.21214,  147.8069,  31.92912,   33.3,   8.2738,
 2018-Jan-20 03:00,*,m,   301.92147,  -20.20331,  147.5708,  32.11028,   33.7,   8.4576,
 2018-Jan-20 04:00,*,m,   301.96514,  -20.19442,  147.4488,  32.30656,   34.1,   8.6265,
 2018-Jan-20 05:00,*,m,   302.00879,  -20.18548,  147.4484,  32.50728,   34.4,   8.7840,
 2018-Jan-20 06:00,*,m,   302.05246,  -20.17649,  147.5691,  32.70141,   34.7,   8.9346,
 2018-Jan-20 07:00,*,m,   302.09617,  -20.16744,  147.8019,  32.87843,   35.0,   9.0834,
 2018-Jan-20 08:00,*,m,   302.13997,  -20.15835,  148.1303,  33.02897,   35.3,   9.2364,
 2018-Jan-20 09:00,*,m,   302.18387,  -20.14922,  148.5312,  33.14548,   35.6,   9.3989,
 2018-Jan-20 10:00,N,m,   302.22790,  -20.14006,  148.9767,  33.22271,   36.0,   9.5764,
 2018-Jan-20 11:00, ,m,   302.27206,  -20.13089,  149.4357,  33.25812,   36.3,   9.7732,
 2018-Jan-20 12:00, ,m,   302.31635,  -20.12171,  149.8762,  33.25200,   36.8,   9.9926,
 2018-Jan-20 13:00, , ,   302.36076,  -20.11255,  150.2677,  33.20747,   37.2,  10.2367,
 2018-Jan-20 14:00, , ,   302.40527,  -20.10339,  150.5826,  33.13027,   37.7,  10.5063,
 2018-Jan-20 15:00, , ,   302.44986,  -20.09427,  150.7990,  33.02833,   38.3,  10.8007,
 2018-Jan-20 16:00, , ,   302.49450,  -20.08517,  150.9014,  32.91129,   38.9,  11.1179,
 2018-Jan-20 17:00, , ,   302.53914,  -20.07611,  150.8821,  32.78977,   39.5,  11.4546,
 2018-Jan-20 18:00, , ,   302.58376,  -20.06708,  150.7417,  32.67472,   40.1,  11.8066,
 2018-Jan-20 19:00, , ,   302.62832,  -20.05808,  150.4892,  32.57661,   40.7,  12.1687,
 2018-Jan-20 20:00, , ,   302.67279,  -20.04911,  150.1411,  32.50475,   41.4,  12.5353,
 2018-Jan-20 21:00, , ,   302.71713,  -20.04014,  149.7203,  32.46668,   42.0,  12.9003,
