 Date__(UT)__HR:MN, , , R.A._(ICRF), DEC_(ICRF),  dRA*cosD, d(DEC)/dt,  T-O-M, MN_Illu%,
****************************************************************************************
$$SOE
 2018-Jan-02 05:00,*, ,   104.00261,   19.17744,  3005.190,  -10.5175, 0.0000,  99.8776,
 2018-Jan-02 06:00,*, ,   104.88035,   19.18242,  2956.976,  35.06878, 0.0000,  99.8569,
 2018-Jan-02 07:00,*, ,   105.73804,   19.19938,  2869.192,  75.44978, 0.0000,  99.8287,
 2018-Jan-02 08:00,*, ,   106.56474,   19.22642,  2746.551,  107.7113, 0.0000,  99.7940,
 2018-Jan-02 09:00,*, ,   107.35117,   19.26093,  2595.818,  129.2682, 0.0000,  99.7541,
 2018-Jan-02 10:00,N,m,   108.09032,   19.29960,  2425.590,  138.0194, 0.0000,  99.7107,
 2018-Jan-02 11:00, ,m,   108.77788,   19.33866,  2245.952,  132.5183, 0.0000,  99.6650,
 2018-Jan-02 12:00, ,m,   109.41269,   19.37403,  2067.978,  112.1426, 0.0000,  99.6184,
 2018-Jan-02 13:00, ,m,   109.99688,   19.40162,  1903.081,  77.23721, 0.0000,  99.5715,
 2018-Jan-02 14:00, ,m,   110.53588,   19.41757,  1762.222,  29.19473, 0.0000,  99.5248,
 2018-Jan-02 15:00, ,m,   111.03820,   19.41855,  1655.053,  -29.5584, 0.0000,  99.4780,
 2018-Jan-02 16:00, ,m,   111.51488,   19.40206,  1589.081,  -95.6933, 0.0000,  99.4304,
 2018-Jan-02 17:00, ,m,   111.97877,   19.36660,  1568.961,  -165.230, 0.0000,  99.3808,
 2018-Jan-02 18:00, ,m,   112.44360,   19.31185,  1596.039,  -233.881, 0.0000,  99.3277,
 2018-Jan-02 19:00, ,m,   112.92297,   19.23866,  1668.218,  -297.448, 0.0000,  99.2692,
 2018-Jan-02 20:00, ,m,   113.42938,   19.14900,  1780.169,  -352.204, 0.0000,  99.2035,
 2018-Jan-02 21:00, ,m,   113.97332,   19.04577,  1923.847,  -395.199, 0.0000,  99.1288,
 2018-Jan-02 22:00,A,m,   114.56257,   18.93253,  2089.237,  -424.470, 0.0000,  99.0432,
 2018-Jan-02 23:00,N,m,   115.20181,   18.81325,  2265.209,  -439.117, 0.0000,  98.9454,
